Avg student total points per grade,Total Points per Student,Grade,Points,Subject,Score,Student ID
35.0,51,D,4,Science,77,377
35.0,43,D,4,Science,77,380
35.0,52,D,4,Science,77,626
35.0,40,D,4,Science,77,749
35.0,51,D,4,Science,77,809
35.0,54,D,4,Science,77,837
35.0,48,D,4,Science,77,871
35.0,44,D,4,Science,76,101
35.0,41,D,4,Science,76,134
35.0,46,D,4,Science,76,163
35.0,44,D,4,Science,76,323
35.0,39,D,4,Science,76,406
35.0,48,D,4,Science,76,466
35.0,44,D,4,Science,76,677
35.0,42,D,4,Science,76,940
35.0,40,D,4,Science,75,1
35.0,41,D,4,Science,75,486
35.0,43,D,4,Science,75,529
35.0,40,D,4,Science,75,560
35.0,40,D,4,Science,75,592
35.0,42,D,4,Science,75,620
35.0,40,D,4,Science,75,637
35.0,44,D,4,Science,75,912
35.0,48,D,4,Science,74,99
35.0,42,D,4,Science,74,344
35.0,40,D,4,Science,74,405
35.0,42,D,4,Science,74,438
35.0,46,D,4,Science,74,446
35.0,46,D,4,Science,74,475
35.0,42,D,4,Science,74,531
35.0,45,D,4,Science,74,547
35.0,44,D,4,Science,74,602
35.0,43,D,4,Science,74,706
33.32,40,E,2,Science,73,322
33.32,47,E,2,Science,73,337
33.32,42,E,2,Science,73,485
33.32,45,E,2,Science,73,559
33.32,42,E,2,Science,73,643
33.32,50,E,2,Science,73,833
33.32,42,E,2,Science,73,936
33.32,40,E,2,Science,73,957
33.32,44,E,2,Science,72,295
33.32,43,E,2,Science,72,511
33.32,42,E,2,Science,72,597
33.32,58,E,2,Science,72,874
33.32,42,E,2,Science,72,890
33.32,42,E,2,Science,71,125
33.32,44,E,2,Science,71,156
33.32,40,E,2,Science,71,241
33.32,40,E,2,Science,71,312
33.32,40,E,2,Science,71,473
33.32,42,E,2,Science,71,523
33.32,40,E,2,Science,71,526
33.32,40,E,2,Science,71,691
33.32,42,E,2,Science,71,784
33.32,47,E,2,Science,71,865
33.32,41,E,2,Science,71,901
33.32,45,E,2,Science,70,55
33.32,39,E,2,Science,69,21
33.32,42,E,2,Science,69,228
33.32,40,E,2,Science,69,432
33.32,42,E,2,Science,69,498
33.32,41,E,2,Science,69,549
33.32,48,E,2,Science,69,558
33.32,42,E,2,Science,69,895
33.32,45,E,2,Science,68,14
33.32,39,E,2,Science,68,408
33.32,41,E,2,Science,68,635
33.32,46,E,2,Science,68,740
33.32,42,E,2,Science,68,924
33.32,41,E,2,Science,67,363
33.32,44,E,2,Science,67,392
33.32,46,E,2,Science,67,439
33.32,46,E,2,Science,67,497
31.8,39,F,1,Science,67,923
31.8,55,F,1,Science,66,624
31.8,46,F,1,Science,66,715
31.8,39,F,1,Science,66,735
31.8,41,F,1,Science,65,193
31.8,39,F,1,Science,65,274
31.8,40,F,1,Science,65,279
31.8,47,F,1,Science,65,435
31.8,47,F,1,Science,65,857
31.8,44,F,1,Science,64,141
31.8,45,F,1,Science,64,608
31.8,39,F,1,Science,64,661
31.8,45,F,1,Science,63,209
31.8,39,F,1,Science,63,275
31.8,40,F,1,Science,63,305
31.8,42,F,1,Science,63,449
31.8,39,F,1,Science,62,70
31.8,41,F,1,Science,62,271
31.8,43,F,1,Science,62,823
31.8,42,F,1,Science,62,828
31.8,45,F,1,Science,62,841
31.8,51,F,1,Science,61,272
31.8,43,F,1,Science,61,302
31.8,39,F,1,Science,61,630
31.8,43,F,1,Science,61,658
31.8,43,F,1,Science,61,753
31.8,42,F,1,Science,61,788
31.8,39,F,1,Science,60,107
31.8,44,F,1,Science,60,235
31.8,44,F,1,Science,60,341
31.8,42,F,1,Science,60,471
39.02,43,B,8,Spanish,94,493
39.02,42,B,8,Spanish,94,523
39.02,45,B,8,Spanish,94,547
39.02,50,B,8,Spanish,94,578
39.02,41,B,8,Spanish,94,625
39.02,42,B,8,Spanish,94,643
39.02,54,B,8,Spanish,94,687
39.02,46,B,8,Spanish,94,721
39.02,58,B,8,Spanish,94,808
39.02,48,B,8,Spanish,94,871
39.02,42,B,8,Spanish,94,940
39.02,47,B,8,Spanish,94,985
39.02,40,B,8,Spanish,94,993
39.02,39,B,8,Spanish,93,21
39.02,49,B,8,Spanish,93,159
39.02,39,B,8,Spanish,93,196
39.02,46,B,8,Spanish,93,238
39.02,42,B,8,Spanish,93,243
39.02,46,B,8,Spanish,93,266
39.02,43,B,8,Spanish,93,530
39.02,43,B,8,Spanish,93,541
39.02,48,B,8,Spanish,93,550
39.02,44,B,8,Spanish,93,639
39.02,39,B,8,Spanish,93,718
39.02,42,B,8,Spanish,93,828
39.02,54,B,8,Spanish,93,887
39.02,39,B,8,Spanish,93,953
39.02,52,B,8,Spanish,92,80
39.02,44,B,8,Spanish,92,252
39.02,43,B,8,Spanish,92,302
39.02,47,B,8,Spanish,92,326
39.02,40,B,8,Spanish,92,562
39.02,44,B,8,Spanish,92,645
39.02,46,B,8,Spanish,92,715
39.02,39,B,8,Spanish,92,735
39.02,42,B,8,Spanish,92,736
39.02,46,B,8,Spanish,92,740
39.02,42,B,8,Spanish,92,924
39.02,42,B,8,Spanish,91,125
39.02,43,B,8,Spanish,91,176
39.02,56,B,8,Spanish,91,203
39.02,40,B,8,Spanish,91,241
39.02,39,B,8,Spanish,91,269
39.02,52,B,8,Spanish,91,289
39.02,51,B,8,Spanish,91,377
39.02,48,B,8,Spanish,91,599
39.02,44,B,8,Spanish,91,605
39.02,42,B,8,Spanish,91,648
39.02,52,B,8,Spanish,91,855
39.02,56,B,8,Spanish,90,382
39.02,39,B,8,Spanish,90,470
39.02,46,B,8,Spanish,90,533
39.02,42,B,8,Spanish,90,538
39.02,40,B,8,Spanish,90,577
39.02,43,B,8,Spanish,90,659
39.02,44,B,8,Spanish,90,754
39.02,42,B,8,Spanish,90,784
39.02,43,B,8,Spanish,89,44
39.02,39,B,8,Spanish,89,232
39.02,52,B,8,Spanish,89,307
39.02,39,B,8,Spanish,89,336
39.02,39,B,8,Spanish,89,406
39.02,42,B,8,Spanish,89,471
39.02,40,B,8,Spanish,89,637
39.02,39,B,8,Spanish,89,738
39.02,58,B,8,Spanish,89,764
39.02,39,B,8,Spanish,89,861
39.02,53,B,8,Spanish,89,928
39.02,43,B,8,Spanish,89,975
39.02,49,B,8,Spanish,88,22
39.02,46,B,8,Spanish,88,51
39.02,44,B,8,Spanish,88,146
39.02,44,B,8,Spanish,88,227
39.02,39,B,8,Spanish,88,253
39.02,41,B,8,Spanish,88,271
39.02,41,B,8,Spanish,88,368
39.02,40,B,8,Spanish,88,427
39.02,42,B,8,Spanish,88,449
39.02,42,B,8,Spanish,88,498
39.02,42,B,8,Spanish,88,597
39.02,41,B,8,Spanish,88,700
39.02,43,B,8,Spanish,88,706
39.02,43,B,8,Spanish,88,791
39.02,54,B,8,Spanish,88,837
39.02,43,B,8,Spanish,88,951
39.02,39,B,8,Spanish,87,70
39.02,42,B,8,Spanish,87,132
39.02,40,B,8,Spanish,87,312
39.02,46,B,8,Spanish,87,339
39.02,39,B,8,Spanish,87,367
39.02,43,B,8,Spanish,87,510
39.02,43,B,8,Spanish,87,529
39.02,40,B,8,Spanish,87,556
36.93,54,C,6,Spanish,87,997
36.93,45,C,6,Spanish,86,188
36.93,50,C,6,Spanish,86,313
36.93,47,C,6,Spanish,86,337
36.93,40,C,6,Spanish,86,802
36.93,43,C,6,Spanish,86,823
36.93,39,C,6,Spanish,86,838
36.93,45,C,6,Spanish,86,841
36.93,40,C,6,Spanish,85,1
36.93,39,C,6,Spanish,85,107
36.93,44,C,6,Spanish,85,147
36.93,49,C,6,Spanish,85,169
36.93,50,C,6,Spanish,85,180
36.93,44,C,6,Spanish,85,206
36.93,40,C,6,Spanish,85,432
36.93,46,C,6,Spanish,85,446
36.93,46,C,6,Spanish,85,672
36.93,44,C,6,Spanish,85,742
36.93,42,C,6,Spanish,85,788
36.93,52,C,6,Spanish,85,891
36.93,49,C,6,Spanish,85,932
36.93,52,C,6,Spanish,85,982
36.93,44,C,6,Spanish,84,58
36.93,48,C,6,Spanish,84,102
36.93,54,C,6,Spanish,84,130
36.93,45,C,6,Spanish,84,225
36.93,42,C,6,Spanish,84,318
36.93,48,C,6,Spanish,84,466
36.93,53,C,6,Spanish,84,544
36.93,52,C,6,Spanish,84,551
36.93,40,C,6,Spanish,84,560
36.93,44,C,6,Spanish,84,585
36.93,44,C,6,Spanish,84,657
36.93,50,C,6,Spanish,84,680
36.93,41,C,6,Spanish,84,834
36.93,42,C,6,Spanish,84,920
36.93,47,C,6,Spanish,83,11
36.93,49,C,6,Spanish,83,25
36.93,39,C,6,Spanish,83,71
36.93,40,C,6,Spanish,83,322
36.93,42,C,6,Spanish,83,411
36.93,44,C,6,Spanish,83,502
36.93,43,C,6,Spanish,83,511
36.93,44,C,6,Spanish,83,546
36.93,44,C,6,Spanish,83,602
36.93,42,C,6,Spanish,83,620
36.93,44,C,6,Spanish,83,627
36.93,46,C,6,Spanish,83,634
36.93,52,C,6,Spanish,83,702
36.93,42,C,6,Spanish,83,890
36.93,50,C,6,Spanish,83,961
36.93,49,C,6,Spanish,83,996
36.93,52,C,6,Spanish,82,35
36.93,51,C,6,Spanish,82,84
36.93,39,C,6,Spanish,82,408
36.93,40,C,6,Spanish,82,508
36.93,48,C,6,Spanish,82,539
36.93,46,C,6,Spanish,82,572
36.93,41,C,6,Spanish,82,728
36.93,50,C,6,Spanish,82,863
36.93,43,C,6,Spanish,82,868
36.93,42,C,6,Spanish,81,8
36.93,41,C,6,Spanish,81,182
36.93,44,C,6,Spanish,81,235
36.93,44,C,6,Spanish,81,303
36.93,52,C,6,Spanish,81,321
36.93,40,C,6,Spanish,81,405
36.93,40,C,6,Spanish,81,536
36.93,55,C,6,Spanish,81,624
36.93,46,C,6,Spanish,81,650
36.93,44,C,6,Spanish,81,677
36.93,40,C,6,Spanish,81,744
36.93,41,C,6,Spanish,81,901
36.93,45,C,6,Spanish,81,926
36.93,52,C,6,Spanish,80,57
36.93,41,C,6,Spanish,80,255
35.0,40,D,4,Spanish,80,418
35.0,46,D,4,Spanish,80,439
35.0,41,D,4,Spanish,80,705
35.0,39,D,4,Spanish,80,830
35.0,40,D,4,Spanish,80,944
35.0,41,D,4,Spanish,79,119
35.0,41,D,4,Spanish,79,294
35.0,40,D,4,Spanish,79,473
35.0,48,D,4,Spanish,79,558
35.0,42,D,4,Spanish,79,725
35.0,42,D,4,Spanish,79,777
35.0,46,D,4,Spanish,79,782
35.0,41,D,4,Spanish,78,37
35.0,42,D,4,Spanish,78,228
35.0,49,D,4,Spanish,78,259
35.0,41,D,4,Spanish,78,549
35.0,49,D,4,Spanish,78,654
35.0,52,D,4,Spanish,78,803
35.0,48,D,4,Spanish,78,911
35.0,39,D,4,Spanish,77,123
35.0,53,D,4,Spanish,77,197
35.0,44,D,4,Spanish,77,323
35.0,39,D,4,Spanish,77,372
35.0,44,D,4,Spanish,77,392
35.0,43,D,4,Spanish,77,477
35.0,46,D,4,Spanish,77,601
35.0,50,D,4,Spanish,77,833
35.0,39,D,4,Spanish,77,850
35.0,39,D,4,Spanish,77,998
35.0,56,D,4,Spanish,76,65
35.0,42,D,4,Spanish,76,100
35.0,54,D,4,Spanish,76,151
35.0,39,D,4,Spanish,76,494
35.0,44,D,4,Spanish,76,565
35.0,41,D,4,Spanish,76,694
35.0,40,D,4,Spanish,76,749
35.0,41,D,4,Spanish,76,829
35.0,58,D,4,Spanish,76,839
35.0,52,D,4,Spanish,75,23
35.0,46,D,4,Spanish,75,24
35.0,45,D,4,Spanish,75,263
35.0,39,D,4,Spanish,75,381
35.0,43,D,4,Spanish,75,434
35.0,40,D,4,Spanish,75,526
35.0,50,D,4,Spanish,75,669
35.0,40,D,4,Spanish,75,981
35.0,42,D,4,Spanish,74,353
35.0,48,D,4,Spanish,74,397
35.0,52,D,4,Spanish,74,626
35.0,41,D,4,Spanish,73,113
35.0,46,D,4,Spanish,73,201
35.0,45,D,4,Spanish,73,240
35.0,52,D,4,Spanish,73,515
33.32,41,E,2,Spanish,72,49
33.32,41,E,2,Spanish,72,66
33.32,45,E,2,Spanish,72,96
33.32,44,E,2,Spanish,72,101
33.32,42,E,2,Spanish,72,164
33.32,44,E,2,Spanish,72,194
33.32,39,E,2,Spanish,72,229
33.32,44,E,2,Spanish,72,295
33.32,45,E,2,Spanish,72,608
33.32,40,E,2,Spanish,72,651
33.32,39,E,2,Spanish,71,274
33.32,46,E,2,Spanish,71,465
33.32,46,E,2,Spanish,71,475
33.32,43,E,2,Spanish,71,831
33.32,44,E,2,Spanish,71,988
33.32,42,E,2,Spanish,70,20
33.32,41,E,2,Spanish,70,90
33.32,45,E,2,Spanish,70,209
33.32,43,E,2,Spanish,70,407
33.32,46,E,2,Spanish,70,582
33.32,40,E,2,Spanish,70,640
33.32,43,E,2,Spanish,70,760
33.32,52,E,2,Spanish,70,914
33.32,40,E,2,Spanish,69,114
33.32,41,E,2,Spanish,69,134
33.32,48,E,2,Spanish,69,282
33.32,41,E,2,Spanish,69,299
33.32,40,E,2,Spanish,69,496
33.32,40,E,2,Spanish,69,745
33.32,42,E,2,Spanish,69,870
33.32,46,E,2,Spanish,69,904
33.32,49,E,2,Spanish,69,945
33.32,44,E,2,Spanish,69,972
33.32,46,E,2,Spanish,68,54
33.32,41,E,2,Spanish,68,144
33.32,40,E,2,Spanish,68,340
33.32,39,E,2,Spanish,68,410
33.32,48,E,2,Spanish,68,581
33.32,46,E,2,Spanish,68,845
33.32,44,E,2,Spanish,67,262
33.32,39,E,2,Spanish,67,287
33.32,46,E,2,Spanish,67,314
33.32,41,E,2,Spanish,67,489
31.8,43,F,1,Spanish,67,816
31.8,45,F,1,Spanish,67,973
31.8,43,F,1,Spanish,66,47
31.8,39,F,1,Spanish,66,710
31.8,42,F,1,Spanish,66,720
31.8,40,F,1,Spanish,66,843
31.8,51,F,1,Spanish,65,63
31.8,43,F,1,Spanish,65,280
31.8,39,F,1,Spanish,65,310
31.8,39,F,1,Spanish,64,129
31.8,44,F,1,Spanish,64,864
31.8,43,F,1,Spanish,64,897
31.8,45,F,1,Spanish,63,55
31.8,44,F,1,Spanish,63,141
31.8,40,F,1,Spanish,63,305
31.8,42,F,1,Spanish,63,333
31.8,42,F,1,Spanish,63,438
31.8,40,F,1,Spanish,63,592
31.8,42,F,1,Spanish,63,769
31.8,48,F,1,Spanish,63,844
31.8,46,F,1,Spanish,62,161
31.8,40,F,1,Spanish,62,279
31.8,47,F,1,Spanish,62,504
31.8,47,F,1,Spanish,62,865
31.8,40,F,1,Spanish,61,45
31.8,41,F,1,Spanish,61,117
31.8,44,F,1,Spanish,61,532
31.8,39,F,1,Spanish,61,815
31.8,39,F,1,Spanish,60,170
31.8,43,F,1,Spanish,60,285
31.8,41,F,1,Spanish,60,288
31.8,50,F,1,Spanish,60,358
